FR0003500008;16/03/17;5027,10;5031,57;5004,62;5013,38;3883702
FR0003500008;17/03/17;5006,71;5037,85;5001,39;5029,24;6032885
FR0003500008;20/03/17;5008,08;5030,06;5004,08;5012,16;2372751
FR0003500008;21/03/17;5030,20;5054,91;4990,64;5002,43;3272568
FR0003500008;22/03/17;4969,11;5005,06;4953,57;4994,70;3403519
FR0003500008;23/03/17;4996,62;5032,94;4980,56;5032,76;3085028
FR0003500008;24/03/17;5027,19;5027,19;5003,58;5020,90;2503278
FR0003500008;27/03/17;4975,09;5017,88;4971,07;5017,43;2918167
FR0003500008;28/03/17;5027,13;5048,11;5008,67;5046,20;2839803
FR0003500008;29/03/17;5063,70;5073,23;5044,42;5069,04;2848218
FR0003500008;30/03/17;5075,61;5090,92;5063,07;5089,64;2622424
FR0003500008;31/03/17;5077,30;5122,51;5067,74;5122,51;3792284
FR0003500008;03/04/17;5130,18;5132,93;5083,14;5085,91;2954467
FR0003500008;04/04/17;5087,60;5101,13;5076,35;5101,13;2937851
FR0003500008;05/04/17;5104,71;5123,78;5087,68;5091,85;3070518
FR0003500008;06/04/17;5063,62;5126,74;5051,61;5121,44;3142581
FR0003500008;07/04/17;5104,73;5135,28;5098,05;5135,28;3013546
FR0003500008;10/04/17;5127,36;5127,36;5097,56;5107,45;2546741
FR0003500008;11/04/17;5086,61;5119,18;5068,25;5101,86;3353277
FR0003500008;12/04/17;5114,50;5142,81;5093,98;5101,11;3046401
FR0003500008;13/04/17;5090,48;5090,48;5062,32;5071,10;3514603
FR0003500008;18/04/17;5078,25;5080,03;4990,25;4990,25;4300269
FR0003500008;19/04/17;4987,29;5011,33;4980,41;5003,73;3724508
FR0003500008;20/04/17;4992,47;5093,60;4989,26;5077,91;4697474
FR0003500008;21/04/17;5063,36;5081,61;5029,06;5059,20;6030581
FR0003500008;24/04/17;5267,88;5295,47;5228,54;5268,85;8742612
FR0003500008;25/04/17;5274,36;5293,39;5259,63;5277,88;4402496
FR0003500008;26/04/17;5276,37;5296,52;5270,32;5287,88;4512180
FR0003500008;27/04/17;5276,97;5278,96;5261,73;5271,70;4066303
FR0003500008;28/04/17;5267,66;5287,85;5265,36;5267,33;4497495
FR0003500008;02/05/17;5284,88;5305,95;5274,29;5304,15;3795931
FR0003500008;03/05/17;5299,74;5301,61;5282,45;5301,00;3487361
FR0003500008;04/05/17;5309,39;5372,42;5304,46;5372,42;4932939
FR0003500008;05/05/17;5344,92;5432,40;5343,02;5432,40;5083354
FR0003500008;08/05/17;5442,10;5442,10;5374,20;5382,95;4569368
FR0003500008;09/05/17;5404,14;5413,60;5394,13;5398,01;3713163
FR0003500008;10/05/17;5398,81;5402,34;5377,75;5400,46;3744039
FR0003500008;11/05/17;5409,90;5409,99;5356,41;5383,42;4235406
FR0003500008;12/05/17;5386,79;5405,42;5375,48;5405,42;3949667
FR0003500008;15/05/17;5411,27;5417,40;5384,54;5417,40;3239263
FR0003500008;16/05/17;5398,15;5417,17;5389,87;5406,10;3500206
FR0003500008;17/05/17;5375,84;5394,88;5297,43;5317,89;4089118
FR0003500008;18/05/17;5309,91;5322,70;5238,51;5289,73;5077150
FR0003500008;19/05/17;5299,40;5334,45;5292,12;5324,40;4539294
FR0003500008;22/05/17;5335,12;5339,41;5315,23;5322,88;2950617
FR0003500008;23/05/17;5317,12;5368,88;5314,48;5348,16;3277144
FR0003500008;24/05/17;5336,98;5353,01;5326,59;5341,34;3065204
FR0003500008;25/05/17;5360,97;5366,70;5323,11;5337,16;2617803
FR0003500008;26/05/17;5328,86;5336,76;5282,42;5336,64;3158564
FR0003500008;29/05/17;5327,73;5335,78;5316,69;5332,47;1591040
FR0003500008;30/05/17;5291,08;5309,36;5273,56;5305,94;3198159
FR0003500008;31/05/17;5306,21;5334,57;5283,63;5283,63;5780058
FR0003500008;01/06/17;5290,84;5327,60;5287,99;5318,67;3311646
FR0003500008;02/06/17;5347,86;5372,97;5328,19;5343,41;3737470
FR0003500008;05/06/17;5337,11;5343,79;5299,76;5307,89;1966960
FR0003500008;06/06/17;5280,20;5296,42;5260,95;5269,22;3292389
FR0003500008;07/06/17;5261,42;5320,04;5254,03;5265,53;3734608
FR0003500008;08/06/17;5264,69;5290,50;5250,68;5264,24;3427740
FR0003500008;09/06/17;5275,99;5320,17;5266,83;5299,71;3260989
FR0003500008;12/06/17;5282,58;5286,10;5233,69;5240,59;3530523
FR0003500008;13/06/17;5254,14;5273,87;5248,29;5261,74;3041688
FR0003500008;14/06/17;5283,60;5314,96;5243,29;5243,29;3939780
FR0003500008;15/06/17;5235,36;5235,88;5176,67;5216,88;4690400
FR0003500008;16/06/17;5243,53;5273,68;5236,00;5263,31;7193521
FR0003500008;19/06/17;5305,22;5331,32;5302,05;5310,72;3212035
FR0003500008;20/06/17;5330,58;5339,55;5293,65;5293,65;3288039
FR0003500008;21/06/17;5273,00;5286,06;5224,05;5274,26;3481067
FR0003500008;22/06/17;5259,55;5286,46;5232,82;5281,93;3281935
FR0003500008;23/06/17;5273,24;5283,88;5247,52;5266,12;2689991
FR0003500008;26/06/17;5295,04;5323,73;5289,56;5295,75;2999819
FR0003500008;27/06/17;5282,87;5284,96;5237,67;5258,58;3762537
FR0003500008;28/06/17;5235,83;5273,95;5203,90;5252,90;4037195
FR0003500008;29/06/17;5268,23;5272,94;5143,82;5154,35;4841087
FR0003500008;30/06/17;5157,59;5192,39;5117,23;5120,68;4210650
FR0003500008;03/07/17;5151,19;5200,73;5151,19;5195,72;3112584
FR0003500008;04/07/17;5170,54;5197,81;5165,86;5174,90;2287380
FR0003500008;05/07/17;5174,79;5192,51;5160,86;5180,10;3455235
FR0003500008;06/07/17;5177,21;5177,62;5111,16;5152,40;4060260
FR0003500008;07/07/17;5149,79;5155,42;5125,99;5145,16;3132438
FR0003500008;10/07/17;5160,70;5179,34;5147,67;5165,64;2455372
FR0003500008;11/07/17;5172,03;5186,44;5135,95;5140,60;2649248
FR0003500008;12/07/17;5158,23;5239,02;5157,84;5222,13;3572586
FR0003500008;13/07/17;5228,93;5259,47;5221,58;5235,40;3117659
FR0003500008;14/07/17;5246,20;5246,78;5215,98;5235,31;2554142
FR0003500008;17/07/17;5238,41;5246,23;5214,31;5230,17;2348657
FR0003500008;18/07/17;5219,67;5233,15;5164,63;5173,27;3214759
FR0003500008;19/07/17;5196,13;5218,99;5174,29;5216,07;2884488
FR0003500008;20/07/17;5239,46;5251,25;5177,73;5199,22;3436195
FR0003500008;21/07/17;5188,92;5208,85;5095,12;5117,66;4576450
FR0003500008;24/07/17;5133,68;5143,48;5094,36;5127,70;3026080
FR0003500008;25/07/17;5130,53;5193,19;5130,53;5161,08;3741891
FR0003500008;26/07/17;5162,24;5208,33;5158,79;5190,17;3338945
FR0003500008;27/07/17;5181,15;5218,56;5172,78;5186,95;4227137
FR0003500008;28/07/17;5144,03;5144,03;5105,72;5131,39;4633147
FR0003500008;31/07/17;5127,63;5148,15;5092,14;5093,77;3842621
FR0003500008;01/08/17;5116,90;5148,49;5087,38;5127,03;3342959
FR0003500008;02/08/17;5122,38;5135,14;5094,64;5107,25;3462466
FR0003500008;03/08/17;5097,14;5142,91;5084,20;5130,49;3134223
FR0003500008;04/08/17;5122,40;5216,40;5118,61;5203,44;3258826
FR0003500008;07/08/17;5210,73;5220,59;5195,26;5207,89;2620942
FR0003500008;08/08/17;5200,20;5231,65;5191,38;5218,89;2584169
FR0003500008;09/08/17;5182,05;5183,37;5122,50;5145,70;3457855
FR0003500008;10/08/17;5140,99;5148,47;5096,19;5115,23;2922295
FR0003500008;11/08/17;5081,92;5086,06;5046,75;5060,92;3380605
FR0003500008;14/08/17;5082,87;5136,19;5080,01;5121,67;2368776
FR0003500008;15/08/17;5141,02;5158,50;5123,97;5140,25;1912859
FR0003500008;16/08/17;5159,10;5200,16;5159,10;5176,61;2338531
FR0003500008;17/08/17;5164,54;5180,26;5137,42;5146,85;2710668
FR0003500008;18/08/17;5103,47;5117,04;5074,45;5114,15;3085581
FR0003500008;21/08/17;5091,31;5105,94;5066,19;5087,59;2322370
FR0003500008;22/08/17;5112,13;5137,54;5101,68;5131,86;2383252
FR0003500008;23/08/17;5125,03;5149,08;5105,55;5115,39;2403299
FR0003500008;24/08/17;5127,71;5136,30;5111,86;5113,13;2264367
FR0003500008;25/08/17;5121,48;5141,05;5098,51;5104,33;2120781
FR0003500008;28/08/17;5076,47;5106,25;5066,01;5079,75;1482063
FR0003500008;29/08/17;5035,38;5041,89;4995,07;5031,92;3279681
FR0003500008;30/08/17;5063,24;5069,12;5046,07;5056,34;2366269
FR0003500008;31/08/17;5083,12;5104,78;5068,44;5085,59;4076726
FR0003500008;01/09/17;5117,19;5138,42;5115,95;5123,26;2937298
FR0003500008;04/09/17;5088,28;5114,70;5088,28;5103,97;1742250
FR0003500008;05/09/17;5107,19;5125,80;5081,08;5086,56;2721327
FR0003500008;06/09/17;5054,32;5114,29;5050,09;5101,41;2897711
FR0003500008;07/09/17;5118,84;5148,06;5103,15;5114,62;3392728
FR0003500008;08/09/17;5099,31;5117,89;5086,51;5113,49;2856175
FR0003500008;11/09/17;5145,78;5180,25;5145,78;5176,71;3082919
FR0003500008;12/09/17;5192,75;5219,08;5184,47;5209,01;3148613
FR0003500008;13/09/17;5205,21;5227,00;5200,21;5217,59;3457531
FR0003500008;14/09/17;5205,18;5233,54;5201,65;5225,20;3205057
FR0003500008;15/09/17;5220,89;5237,17;5201,97;5213,91;7804554
FR0003500008;18/09/17;5231,99;5239,88;5221,56;5229,32;2490066
FR0003500008;19/09/17;5223,29;5238,29;5219,71;5237,44;2737864
FR0003500008;20/09/17;5230,51;5248,79;5230,02;5241,66;2701509
FR0003500008;21/09/17;5259,02;5275,42;5257,44;5267,29;3344393
FR0003500008;22/09/17;5277,39;5295,93;5271,88;5281,29;3215680
FR0003500008;25/09/17;5267,99;5286,83;5260,46;5267,13;2659683
FR0003500008;26/09/17;5263,95;5274,58;5255,11;5268,76;3023253
FR0003500008;27/09/17;5281,30;5289,89;5272,32;5281,96;3202223
